2020-09-01,25.01883438649068,25.037772048739654,24.849384040281564,24.87928581237793,297100.0,0.0,0
2020-10-01,24.84938413351189,24.881280244418736,24.799544677862908,24.869319915771484,120000.0,0.0,0
2020-10-01,,,,,,0.013,0
2020-11-01,24.832411702212323,24.982004165649414,24.80249435082773,24.982004165649414,64300.0,0.0,0
2020-11-02,,,,,,0.023,0
2020-12-01,24.994076080630194,25.044985173502663,24.975111067948244,25.025020599365234,27400.0,0.0,0
2020-12-01,,,,,,0.022,0
2020-12-29,,,,,,0.023,0
2021-01-01,25.065000534057617,25.09000015258789,25.065000534057617,25.075000762939453,7000.0,0.0,0
2021-01-06,25.079999923706055,25.075000762939453,25.075000762939453,25.075000762939453,357.0,0.0,0
